,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2482,Single,12,1,Management (evening attendance),0,9,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,6,0,0,0,1,1,0,33,0,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
2483,Single,17,1,Agronomy,1,16,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,7,0,0,0,1,1,0,21,0,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,Graduate
2484,Married,12,1,Management,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,6,0,0,0,1,1,0,45,0,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate
2485,Married,12,1,Agronomy,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,0,1,0,44,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout
2486,Divorced,12,1,Advertising and Marketing Management,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,12,13,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2487,Single,9,1,Management,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,8,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
2489,Single,1,2,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,3,9,1,0,0,1,1,1,20,0,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
2492,Single,16,1,Social Service (evening attendance),0,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,5,0,0,1,0,1,0,26,0,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,Dropout
2493,Married,12,1,Agronomy,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,9,8,0,0,0,1,1,0,31,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
2494,Single,1,1,Journalism and Communication,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,0,0,1,1,1,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
2495,Single,12,1,Journalism and Communication,1,12,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,1,1,1,0,0,1,1,0,28,0,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
2496,Single,1,1,Animation and Multimedia Design,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
2497,Married,1,2,Social Service (evening attendance),0,1,1,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,10,11,1,0,0,1,0,0,43,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
2498,Single,12,1,Animation and Multimedia Design,1,12,17,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3,8,0,0,0,1,1,1,25,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2499,Single,12,1,Social Service,1,12,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,1,1,1,0,0,40,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout
2500,Single,15,1,Veterinary Nursing,1,14,3,Higher Education—doctorate,Higher Education—master’s degree,2,2,0,0,0,1,0,0,20,1,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,Graduate
2501,Married,12,1,Social Service (evening attendance),0,9,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,2,0,0,0,1,0,0,46,0,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
2502,Single,16,1,Biofuel Production Technologies,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,6,8,0,0,0,1,0,0,26,0,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,Graduate
2503,Married,12,1,Nursing,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,6,6,0,0,0,1,0,1,34,0,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,Graduate
2504,Single,9,3,Basic Education,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,6,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
2505,Single,1,6,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,0,1,18,0,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate
2506,Single,1,1,Oral Hygiene,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,10,1,0,0,1,0,0,18,0,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,Graduate
2507,Single,12,1,Social Service (evening attendance),0,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,8,0,0,0,1,1,1,37,0,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate
2508,Single,8,1,Animation and Multimedia Design,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,8,0,0,0,1,1,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
2509,Single,14,1,Communication Design,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,8,0,0,0,1,1,0,26,0,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,Graduate
2510,Single,5,2,Journalism and Communication,1,1,9,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,4,6,1,0,0,0,0,0,18,1,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
2512,Single,8,4,Nursing,1,1,1,Higher Education—degree,Higher Education—degree,3,3,1,0,0,1,0,0,19,0,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate
2513,Single,5,2,Veterinary Nursing,1,1,9,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,5,10,0,0,0,1,0,0,18,1,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate
2514,Single,1,1,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,5,4,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout
2516,Single,8,1,Communication Design,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,2,6,0,0,0,1,0,1,22,0,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate
2517,Single,1,3,Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,6,1,0,0,1,0,1,18,0,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,Graduate
2518,Single,8,1,Tourism,1,1,1,General commerce course,Technological specialization course,6,5,0,0,0,1,0,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate
2519,Single,1,3,Journalism and Communication,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,6,1,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
2520,Single,1,6,Tourism,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,6,8,1,0,0,1,0,1,18,0,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
2521,Single,1,2,Tourism,1,1,1,Higher Education—master’s degree,Higher Education—degree,8,5,1,0,0,1,0,0,18,0,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,Graduate
2522,Single,8,6,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,8,1,0,0,1,0,1,19,0,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,11.1,0.6,2.02,Graduate
2523,Single,8,1,Basic Education,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,6,6,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2524,Single,8,4,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,1,0,0,1,0,1,19,0,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
2525,Single,1,2,Veterinary Nursing,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,5,8,1,0,0,1,0,0,18,0,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate
2526,Single,1,4,Communication Design,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,10,8,1,0,0,1,0,1,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Dropout
2527,Single,8,6,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate
2528,Single,8,2,Journalism and Communication,1,1,1,Higher Education—degree,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,3,7,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate
2529,Single,8,1,Management,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,9,0,0,0,1,0,1,18,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,Graduate
2530,Single,8,1,Journalism and Communication,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,8,1,0,1,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,Graduate
2531,Single,15,1,Agronomy,1,14,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,7,0,0,0,1,0,1,20,0,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate
2532,Single,7,2,Social Service,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,4,6,1,0,0,1,0,1,19,0,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate
2534,Single,1,1,Social Service,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,9,8,1,0,0,1,0,1,19,0,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,Graduate
2537,Single,1,1,Advertising and Marketing Management,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,8,0,0,0,1,0,0,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,Graduate
2538,Single,6,1,Advertising and Marketing Management,1,1,12,Basic education 1st cycle (4th/5th year) or equivalent,Secondary Education—12th Year of Schooling or Equivalent,3,8,0,1,1,1,0,0,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate
2539,Single,9,1,Equiniculture,1,1,1,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,1,0,0,1,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
2540,Single,4,1,Management,1,3,1,Secondary Education—12th Year of Schooling or Equivalent,Technological specialization course,5,8,0,0,0,1,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
2541,Single,1,1,Basic Education,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,6,0,0,0,1,0,1,19,0,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
2542,Single,8,2,Oral Hygiene,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,10,10,0,0,0,1,0,1,18,0,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate
2543,Single,8,1,Communication Design,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,5,4,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
2545,Single,1,3,Journalism and Communication,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,3,9,1,0,0,1,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
2546,Single,1,1,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,1,0,0,1,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
2547,Single,1,5,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,8,8,1,0,0,1,0,0,19,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,Graduate
2548,Single,1,2,Journalism and Communication,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
2549,Single,8,2,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,6,4,1,0,1,1,1,1,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
2550,Single,14,1,Social Service (evening attendance),0,1,9,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,0,0,25,1,8,16,16,15,13.333333333333334,0,11,13,13,11,12.272727272727272,0,13.9,-0.3,0.79,Graduate
2552,Single,1,1,Social Service (evening attendance),0,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,6,6,0,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate
2553,Single,8,1,Management (evening attendance),0,1,1,2nd cycle of the general high school course,Unknown,1,1,1,0,1,1,1,0,33,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2556,Single,6,1,Management,1,1,12,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,3,4,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate
2559,Single,1,1,Journalism and Communication,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,6,11,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout
2560,Single,8,5,Basic Education,1,1,1,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3,8,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate
2561,Single,1,3,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,8,8,1,0,0,1,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate
2562,Married,12,1,Nursing,1,12,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,3,11,0,0,0,1,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Dropout
2564,Single,1,1,Tourism,1,1,14,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,6,1,0,0,1,0,1,20,1,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,10.8,1.4,1.74,Graduate
2565,Single,6,1,Social Service,1,1,12,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,7,0,0,0,1,1,0,21,1,0,6,7,6,12.333333333333334,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate
2566,Single,8,1,Nursing,1,1,1,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,6,5,0,0,0,1,0,1,18,0,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,Graduate
2569,Single,1,2,Journalism and Communication,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,4,10,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate
2570,Single,1,4,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,10,8,0,0,1,1,0,0,18,0,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,Graduate
2571,Single,1,1,Nursing,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,1,0,0,1,0,0,31,0,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,Graduate
2572,Single,1,1,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,11,0,0,1,1,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate
2573,Single,1,4,Nursing,1,1,1,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,0,0,19,0,0,7,7,6,14.983333333333334,0,0,7,7,6,14.983333333333334,0,7.6,2.6,0.32,Graduate
2574,Single,7,3,Journalism and Communication,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,10,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate
2575,Married,12,1,Social Service (evening attendance),0,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,8,6,0,0,0,1,0,0,40,0,5,9,9,9,15.88888888888889,0,3,7,7,7,14.142857142857142,0,12.7,3.7,-1.7,Graduate
2576,Single,15,1,Veterinary Nursing,1,14,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,1,1,0,0,32,0,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,Dropout
2577,Single,1,4,Tourism,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,8,1,0,0,1,0,0,24,0,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout
2578,Single,8,4,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,6,9,1,0,0,1,0,0,18,0,0,7,7,6,13.983333333333334,0,0,7,7,6,13.983333333333334,0,7.6,2.6,0.32,Graduate
2579,Single,1,1,Social Service,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate
2580,Single,1,1,Social Service,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
2581,Single,12,1,Agronomy,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,8,1,0,0,0,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
2582,Single,1,1,Management,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,6,0,0,0,1,0,0,18,0,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate
2584,Single,1,1,Basic Education,1,1,1,General commerce course,Other—11th Year of Schooling,10,5,1,0,0,1,0,0,19,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
2585,Single,8,2,Social Service (evening attendance),0,1,1,General Course of Administration and Commerce,Unknown,1,1,1,0,0,1,0,0,19,0,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
2588,Single,8,1,Basic Education,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,11,0,0,0,1,0,0,20,0,0,6,8,3,12.333333333333334,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,Dropout
2590,Single,12,1,Agronomy,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,0,0,0,1,0,0,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
2592,Single,4,1,Management,1,3,1,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,9,0,0,0,1,0,0,21,0,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,Graduate
2593,Single,12,1,Oral Hygiene,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,6,0,0,0,1,0,0,26,0,0,7,12,6,12.166666666666666,0,0,8,8,8,11.675,0,13.9,-0.3,0.79,Dropout
2595,Single,8,1,Communication Design,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,6,10,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate
2596,Single,1,1,Communication Design,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,6,10,1,0,1,1,0,0,21,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,Dropout
2597,Single,14,1,Animation and Multimedia Design,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,0,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
2600,Single,8,3,Basic Education,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,10,1,1,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Dropout
2602,Single,1,3,Social Service,1,1,1,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,9,1,0,0,1,0,0,19,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
2603,Single,1,5,Veterinary Nursing,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,9,1,0,0,0,0,0,19,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout
2604,Single,8,1,Social Service,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,8,6,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,Dropout
2605,Married,15,1,Veterinary Nursing,1,14,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,30,43,0,0,0,1,0,0,27,0,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,Graduate
2606,Single,5,1,Veterinary Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,6,1,0,0,1,0,0,22,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduate
